landingFacilityType|locationIdentifier|stateCode|cityName|officialFacilityName|elevation|land_area|refPtLatitude|refPtLongitude
AIRPORT|3NJ6|NJ|RANCOCAS|INDUCTOTHERM|71.7||40.0154722222222|-74.8413333333333
AIRPORT|N51|NJ|READINGTON|SOLBERG-HUNTERDON|189|744|40.5827444444444|-74.7367166666667
HELIPORT|8NJ8|NJ|RICHWOOD|KRAEMER|110||39.7442805555556|-75.1587888888889
SEAPLANE BASE|NJ00|NJ|RIDGEFIELD PARK|RIDGEFIELD PARK|0||40.8459330555556|-74.0287508333333
HELIPORT|14NJ|NJ|RIO GRANDE|WUERKERS NEW ACRES FARM|22||39.0090016666667|-74.8885041666667
HELIPORT|2JY6|NJ|RINGOES|THE RIDGE AT BACKBROOK|304|152|40.4452777777778|-74.8247222222222
AIRPORT|N87|NJ|ROBBINSVILLE|TRENTON-ROBBINSVILLE|118|139|40.2139444444445|-74.6017777777778
AIRPORT|4NJ0|NJ|ROSEMONT|WINDWARD FARMS|425||40.4492708333333|-75.0176694444444
AIRPORT|NJ74|NJ|SALEM|SALEM AIRFIELD|15|14|39.5626127777778|-75.4496413888889
AIRPORT|JY39|NJ|SALEM|"RAINBOW'S END"|11|20|39.6611111111111|-75.4652777777778
HELIPORT|4NJ3|NJ|SALEM|SEABROOK|30||39.6195575|-75.4385288888889
HELIPORT|48NJ|NJ|SALEM|SOUTHERN TRAINING CENTER|6||39.5615016666667|-75.4790872222222
AIRPORT|24NJ|NJ|SALEM|TAILDRAGGER ACRES|20|49|39.4905972222222|-75.4332694444444
HELIPORT|4NJ5|NJ|SAYREVILLE|RARITAN CENTER|10||40.4926038888889|-74.5212655555555
HELIPORT|17NJ|NJ|SAYREVILLE|CMC STEEL NEW JERSEY|32||40.4862166666667|-74.3220919444445
HELIPORT|41NJ|NJ|SECAUCUS|MEADOWLANDS HOSPITAL MEDICAL CENTER|10||40.7917672222222|-74.0723636111111
AIRPORT|NJ06|NJ|SHILOH|B J FARMS|105||39.4576144444444|-75.273245
AIRPORT|JY17|NJ|SHILOH|WOODCREST FARMS AIRSTRIP|90||39.4722222222222|-75.2775
HELIPORT|87NJ|NJ|SOMERS POINT|SHORE MEMORIAL HOSPITAL|75||39.3145666666667|-74.593125
AIRPORT|4NJ8|NJ|SOMERVILLE|PETERS|150|70|40.6001022222222|-74.7329394444444
HELIPORT|09NJ|NJ|SOMERVILLE|STONEBRIDGE FARM HELISTOP|100|2|40.6537127777778|-74.6865494444444
HELIPORT|35NJ|NJ|SOMERVILLE|MID-STATE|260||40.6003725|-74.7193575
HELIPORT|68NJ|NJ|SOMERVILLE|N U I|100||40.5823247222222|-74.6112688888889
HELIPORT|4NJ1|NJ|SOMERVILLE|SOMERSET MEDICAL CENTER|136|13|40.5689416666667|-74.594475
HELIPORT|5NJ0|NJ|SOMERVILLE|FIDDLERS ELBOW COUNTRY CLUB|137||40.6403333333333|-74.7193888888889
AIRPORT|SMQ|NJ|SOMERVILLE|SOMERSET|106.2|210|40.6259806388889|-74.6700316111111
HELIPORT|NJ10|NJ|SOUTH BRUNSWICK|DAYTON|104||40.3728111111111|-74.517375
AIRPORT|5NJ2|NJ|STANTON|HERR MOUNTAIN|560||40.5917688888889|-74.8412761111111
HELIPORT|JY11|NJ|STRATFORD|KENNEDY MEMORIAL HOSPITAL|83|0|39.8277583333333|-75.00625
AIRPORT|FWN|NJ|SUSSEX|SUSSEX|421|96|41.2002066666667|-74.6230505555556
HELIPORT|1NJ9|NJ|SUSSEX|AIR TRACTOR|540|6|41.2912055555556|-74.5509933333333
AIRPORT|TEB|NJ|TETERBORO|TETERBORO|8.4|827|40.8501111111111|-74.0608333333333
HELIPORT|NJ40|NJ|TINTON FALLS|HOVTOWN|82||40.2192791666667|-74.0940286111111
AIRPORT|MJX|NJ|TOMS RIVER|OCEAN COUNTY|86|822|39.9260416666667|-74.2955333333333
HELIPORT|95NJ|NJ|TOMS RIVER|MIDDLE SEDGE ISLAND|5|5|40.0001175|-74.0801369444444
HELIPORT|3NJ5|NJ|TOMS RIVER|ELIZABETH GROGAN MEMORIAL|5|8|39.9483555555556|-74.1157694444445
HELIPORT|39NJ|NJ|TOTOWA|TROOP B|190||40.9000986111111|-74.2273683333333
HELIPORT|1NJ7|NJ|TOWACO|SKYTOP FARMS|850||40.9473202777778|-74.3543175
HELIPORT|5NJ4|NJ|TRENTON|TRENTON|10||40.2139977777778|-74.7676613888889
HELIPORT|5NJ5|NJ|TRENTON|ATSION HELISTOP|60|3|39.7431730555556|-74.7254363888889
HELIPORT|5NJ6|NJ|TRENTON|CONGOLEUM HELISTOP|50|2|40.2501086111111|-74.7068261111111
HELIPORT|10NJ|NJ|TRENTON|ST FRANCIS M C HELISTOP|55||40.2184422222222|-74.7387716666667
HELIPORT|1JY4|NJ|TRENTON|HAMILTON HEADQUARTER TROOP C|81|1|40.2022222222222|-74.6483333333333
AIRPORT|TTN|NJ|TRENTON|TRENTON MERCER|212.6|1345|40.2766944444444|-74.8134722222222
HELIPORT|NJ90|NJ|UNION BEACH|IFF R & D|10||40.4402777777778|-74.1566666666667
HELIPORT|5NJ3|NJ|VERNON|GREAT GORGE COUNTRY CLUB INC|520||41.1912066666667|-74.5323813888889
AIRPORT|JY73|NJ|VINCENTOWN|RED LION|54|92|39.9041516666667|-74.7495491666667
HELIPORT|JY18|NJ|VINCENTOWN|WARREN HOPELY|22||39.9283333333333|-74.7622222222222
AIRPORT|3NJ9|NJ|VINCENTOWN|ALLEN AIRSTRIP|51||39.9410194444444|-74.771
AIRPORT|29N|NJ|VINELAND|KROELINGER|93|51|39.5240041666667|-75.0463427777778
HELIPORT|4NJ6|NJ|VINELAND|VINELAND VETERANS HOME|109|16|39.4951155555556|-75.0307313888889
HELIPORT|86NJ|NJ|VINELAND|TWO CAN SAM|108|2|39.4533333333333|-75.1252777777778
AIRPORT|28N|NJ|VINELAND|VINELAND-DOWNSTOWN|120|45|39.5395833333333|-74.9676666666667
HELIPORT|85NJ|NJ|VOORHEES|VIRTUA-VOORHEES HOSPITAL|125||39.8469194444444|-74.927
AIRPORT|NJ24|NJ|BURLINGTON COUNTY|WARREN GROVE RANGE|105||39.7133333333333|-74.4
AIRPORT|6NJ1|NJ|WASHINGTON|VLIET|460||40.7403772222222|-74.9568366666667
HELIPORT|JY20|NJ|WASHINGTON|BOWER, SCHMAN & WELCH|560||40.7708333333333|-74.9811111111111
HELIPORT|9NJ9|NJ|WASHINGTON TWP|KENNEDY HEALTH SYSTEM|222|0|39.7355388888889|-75.0652111111111
HELIPORT|JY30|NJ|WATERFORD|BREEZY ACRES FARM|142|11|39.7286|-74.83665
HELIPORT|25JY|NJ|WATERFORD|HELI-RAY|160||39.7202333333333|-74.8461333333333
HELIPORT|6NJ3|NJ|WAYNE|WAYNE OFFICE HELISTOP|406||40.9792641666667|-74.2509802777778
HELIPORT|6NJ5|NJ|WEEHAWKEN|LINCOLN TUNNEL|66||40.7645455555556|-74.0237511111111
AIRPORT|31E|NJ|WEST CREEK|EAGLES NEST|38.6|80|39.6654541666667|-74.3080444444444
HELIPORT|6NJ6|NJ|WEST LONG BRANCH|185 MONMOUTH PARKWAY ASSOCIATES HELISTOP|20||40.3001108333333|-74.0254161111111
AIRPORT|4N1|NJ|WEST MILFORD|GREENWOOD LAKE|789.6|150|41.1283888888889|-74.3465277777778
SEAPLANE BASE|6NJ7|NJ|WEST MILFORD|GREENWOOD LAKE|635||41.180095|-74.3343180555556
AIRPORT|JY43|NJ|WEST MILFORD|HILL TOP|921||41.0832222222222|-74.3385555555556
HELIPORT|8NJ1|NJ|WHITEHOUSE STATION|MERCK WHITEHOUSE STATION|185|460|40.6398238888889|-74.7654408333333
AIRPORT|WWD|NJ|WILDWOOD|CAPE MAY COUNTY|21.7|996|39.0083694444444|-74.9085111111111
HELIPORT|1JY5|NJ|WILDWOOD|"MOREY'S"|12||38.9858333333333|-74.81
AIRPORT|C01|NJ|WILLIAMSTOWN|SOUTHERN CROSS|145|18|39.6555555555556|-75.0144444444445
HELIPORT|96NJ|NJ|WILLINGBORO|LOURDES MEDICAL CENTER OF BURLINGTON CTY|72||40.0467777777778|-74.8823877777778
HELIPORT|NJ23|NJ|WILLINGBORO|COLGATE PALMOLIVE|50||40.0370555555556|-74.8432197222222
HELIPORT|26JY|NJ|WINSLOW|BINDER WINSLOW|150||39.7384444444444|-74.9105555555556
HELIPORT|7NJ1|NJ|WINSLOW TOWNSHIP|NEW FREEDOM SWITCHING STATION|130||39.7390041666667|-74.9668319444444
AIRPORT|OBI|NJ|WOODBINE|WOODBINE MUNI|41|700|39.2191388888889|-74.79475
HELIPORT|7NJ6|NJ|WOODGLEN|LEBANON TWNSHP MUN BLDG|925|5|40.7176|-74.8921122222222
AIRPORT|JY08|NJ|WOODSTOWN|VAR-SKY|135|38|39.6501138888889|-75.2840763888889
AIRPORT|WRI|NJ|WRIGHTSTOWN|MC GUIRE FLD (JOINT BASE MC GUIRE DIX LAKEHURST)|140.5||40.0155835277778|-74.5916991388889
AIRPORT|ALM|NM|ALAMOGORDO|ALAMOGORDO-WHITE SANDS RGNL|4199.9|1465|32.8394166666667|-105.991138888889
AIRPORT|52NM|NM|ALAMOGORDO|TIMBERON|6956|27|32.6340694444444|-105.68745
HELIPORT|NM34|NM|ALAMOGORDO|KEELIN|4500||32.9752777777778|-105.982488888889
AIRPORT|7NM1|NM|ALAMOGORDO|MESA VERDE RANCH STRIP|4237|10|32.9352777777778|-106.045277777778
AIRPORT|HMN|NM|ALAMOGORDO|HOLLOMAN AFB|4093||32.8518582222222|-106.108537583333
AIRPORT|NM10|NM|ALBERT|TEQUESQUITE RANCH|4500||35.8792027777778|-103.813019444444
HELIPORT|NM50|NM|ALBUQUERQUE|LOVELACE WESTSIDE HOSPITAL|5218||35.2068111111111|-106.676180555556
HELIPORT|NM11|NM|ALBUQUERQUE|UNIVERSITY OF NM HOSPITAL|5273||35.0879833333333|-106.618586111111
HELIPORT|NM00|NM|ALBUQUERQUE|ALBUQUERQUE RGNL MEDICAL CENTER|5037||35.0888527777778|-106.636361111111
AIRPORT|AEG|NM|ALBUQUERQUE|DOUBLE EAGLE II|5837.4|4257|35.1451528333333|-106.795164222222
AIRPORT|ABQ|NM|ALBUQUERQUE|ALBUQUERQUE INTL SUNPORT|5354.9|2039|35.0389315555556|-106.608262166667
AIRPORT|AXX|NM|ANGEL FIRE|ANGEL FIRE|8379.5|220|36.4220002777778|-105.289905
AIRPORT|NM64|NM|ANIMAS|GRAY RANCH|5155||31.4587055555556|-108.862558333333
AIRPORT|NM76|NM|ANTON CHICO|PARK SPRINGS|5115||35.2608333333333|-104.918888888889
AIRPORT|13Q|NM|APACHE CREEK|JEWETT MESA|7681|10|34.0043055555556|-108.679777777778
AIRPORT|ATS|NM|ARTESIA|ARTESIA MUNI|3544.5|1440|32.8519444444444|-104.467583333333
HELIPORT|NM45|NM|ARTESIA|PAY JAY NR 1|3386||32.8392788888889|-104.401629444444
HELIPORT|NM46|NM|ARTESIA|PAY JAY NR 2|3385||32.84039|-104.400518333333
AIRPORT|01NM|NM|ARTESIA|CHAMPION RANCH|3630|640|33.0086111111111|-104.540277777778
AIRPORT|NM47|NM|ARTESIA|2 X 4 RANCH|3360|100|32.7801133333333|-104.381350555556
AIRPORT|N19|NM|AZTEC|AZTEC MUNI|5882|160|36.8369486111111|-108.028655555556
AIRPORT|BRG|NM|BELEN|BELEN RGNL|5199.5|750|34.6458616388889|-106.836340083333
AIRPORT|55NM|NM|BELEN|BURRIS RANCH NR 1|5218||34.4833972222222|-106.613076944444
AIRPORT|NM33|NM|BELL RANCH|BELL RANCH HEADQUARTERS|4400||35.5475447222222|-104.0838625
AIRPORT|NM32|NM|BELL RANCH|BELL RANCH WAGGONER|4725||35.7021041666667|-104.062236111111
AIRPORT|NM88|NM|BOSQUE|SKYWAGON FARM|4770||34.54325|-106.759888888889
AIRPORT|NM84|NM|CAPITAN|G BAR F RANCH|6505||33.5445272222222|-105.375538888889
AIRPORT|4AZ2|NM|CAPITAN|BLOCK RANCH|5966||33.7020261111111|-105.383873333333
AIRPORT|CNM|NM|CARLSBAD|CAVERN CITY AIR TRML|3294.6|1980|32.3374444444444|-104.263361111111
AIRPORT|62NM|NM|CARLSBAD|SEVEN RIVERS|3360|6|32.5987247222222|-104.42635
HELIPORT|NM95|NM|CARLSBAD|CAREFLIGHT 25|3297||32.3500833333333|-104.251222222222
AIRPORT|F37|NM|CARRIZOZO|CARRIZOZO MUNI|5372.9|204|33.6489027777778|-105.89622
AIRPORT|NM24|NM|CHAMA|EASTSIDE|8030||36.9216786111111|-106.560312222222
AIRPORT|NM16|NM|CHAMA|CHAMA LAND & CATTLE CO|8025||36.8666791666667|-106.567257222222
AIRPORT|NM51|NM|CHLORIDE|CHLORIDE|6202|140|33.3284166666667|-107.661888888889
HELIPORT|C12|NM|CIMARRON|CIMARRON|6460|5|36.5127083333333|-104.924708333333
AIRPORT|57NM|NM|CLAUNCH|MONTE PRIETO RANCH|6164|20|34.0886791666667|-106.119166944444
AIRPORT|CAO|NM|CLAYTON|CLAYTON MUNI ARPK|4969.6|755|36.4462777777778|-103.149944444444
AIRPORT|NM14|NM|CLAYTON|WEDDING CAKE RANCH|4555||36.9791388888889|-103.1985
AIRPORT|NM42|NM|CLOVIS|AERO TECH INC|4250|17|34.4158333333333|-103.147777777778
AIRPORT|CVS|NM|CLOVIS|CANNON AFB|4295||34.3827745555556|-103.322149527778
AIRPORT|CVN|NM|CLOVIS|CLOVIS MUNI|4215.8|1480|34.42659025|-103.077580027778
AIRPORT|0NM0|NM|COLUMBUS|COLUMBUS MUNI|4024|113|31.8237113888889|-107.626967222222
AIRPORT|NM78|NM|COLUMBUS|HACIENDA SUR LUNA|4150|307|31.8778763888889|-107.645579166667
AIRPORT|NM09|NM|COLUMBUS|FIRST AERO SQUADRON AIRPARK|4140|180|31.8673211111111|-107.635856944444
AIRPORT|E89|NM|CONCHAS DAM|CONCHAS LAKE|4232.3|60|35.3678388888889|-104.180508333333
SEAPLANE BASE|E61|NM|CONCHAS DAM|CONCHAS LAKE|4201||35.3842152777778|-104.216365277778
AIRPORT|NM25|NM|CORONA|LINCOLN STATION|6655||34.1242386111111|-105.671383055556
AIRPORT|2NM9|NM|CORONA|HIGH DESERT RANCH|5575||34.1991666666667|-105.164166666667
AIRPORT|0E8|NM|CROWNPOINT|CROWNPOINT|6696|22|35.7176588888889|-108.201596111111
AIRPORT|NM74|NM|CUBERO|CUBERO|6192|38|35.0875411111111|-107.563106111111
AIRPORT|DMN|NM|DEMING|DEMING MUNI|4314|2870|32.2623888888889|-107.719
AIRPORT|NM08|NM|DEMING|SOLO RANCH|4200||32.2625888888889|-107.403908888889
AIRPORT|NM26|NM|DEMING|LUNA LANDING|4250||32.1000913888889|-107.8228075
HELIPORT|NM04|NM|DEMING|MIMBRES MEMORIAL HOSPITAL|4315|2|32.2592472222222|-107.767511111111
AIRPORT|24N|NM|DULCE|JICARILLA APACHE NATION|7618|360|36.828535|-106.884191388889
AIRPORT|1N1|NM|EDGEWOOD|SANDIA AIRPARK ESTATES EAST|6565|160|35.0946111111111|-106.164555555556
AIRPORT|NM48|NM|ENSENADA|ESENADA|7640|54|36.7305694444444|-106.4950325
AIRPORT|E14|NM|ESPANOLA|OHKAY OWINGEH|5790|236|36.0261190277778|-106.045414583333
AIRPORT|E92|NM|ESTANCIA|ESTANCIA MUNI|6100|80|34.7633933333333|-106.041405555556
AIRPORT|FMN|NM|FARMINGTON|FOUR CORNERS RGNL|5506.4|603|36.74125|-108.229944444444
HELIPORT|NM62|NM|FARMINGTON|SJRMC|5280||36.7241694444444|-108.218130555556
AIRPORT|NM91|NM|FENCE LAKE|HIGH LONESOME|7460|880|34.6223333333333|-108.790194444444
AIRPORT|65NM|NM|FORREST|CURTIS AND CURTIS|4691||34.7267330555556|-103.609682222222
AIRPORT|FSU|NM|FORT SUMNER|FORT SUMNER MUNI|4165|960|34.4877708333333|-104.216947777778
AIRPORT|NM38|NM|FORT SUMNER|DOUBLE V RANCH|4114||34.1173005555556|-104.427196388889
AIRPORT|NM99|NM|GAVILAN|MURROW FIELD ON THE DIVIDE|7550|641|36.4271305555556|-107.000825
AIRPORT|GUP|NM|GALLUP|GALLUP MUNI|6472.3|359|35.5110583333333|-108.789309444444
AIRPORT|NM27|NM|GALLUP|SANOSTEE|5950||36.4225030555556|-108.86148
AIRPORT|NM55|NM|GLENWOOD|WHITEWATER MESA RANCH|5460||33.3627777777778|-108.863611111111
AIRPORT|E94|NM|GLENWOOD|GLENWOOD|5428|10|33.3528397222222|-108.867285833333
AIRPORT|GNT|NM|GRANTS|GRANTS-MILAN MUNI|6536.9|365|35.1672777777778|-107.902055555556
HELIPORT|NM43|NM|HACHITA|SOUTHWELL H Q|4495||31.9944444444444|-108.370833333333
AIRPORT|E05|NM|HATCH|HATCH MUNI|4128.9|166|32.660292|-107.195408916667
AIRPORT|HOB|NM|HOBBS|LEA COUNTY RGNL|3660.7|898|32.6875|-103.217333333333
AIRPORT|NM83|NM|HOBBS|INDUSTRIAL AIRPARK|3707|3066|32.7667811111111|-103.208821388889
AIRPORT|68NM|NM|HOPE|FLYING H RANCH|5162|30|33.0287088888889|-105.126924166667
AIRPORT|E26|NM|JAL|LEA COUNTY/JAL/|3118|320|32.1310783333333|-103.154850555556
AIRPORT|72NM|NM|LA LUZ|OTERO MILL|4603||32.9584205555556|-105.963044166667
HELIPORT|NM77|NM|LAS CRUCES|MEMORIAL MEDICAL CENTER|4028||32.2917222222222|-106.735386111111
AIRPORT|LRU|NM|LAS CRUCES|LAS CRUCES INTL|4456.9|2193|32.2894166666667|-106.921972222222
AIRPORT|LVS|NM|LAS VEGAS|LAS VEGAS MUNI|6877.2|1300|35.6542222222222|-105.142388888889
AIRPORT|NM53|NM|LAS VEGAS|SAN MIGUEL RANCH|6300||35.5127777777778|-104.581666666667
AIRPORT|E32|NM|LINDRITH|LINDRITH AIRPARK|7202||36.2914063888889|-107.056154444444
AIRPORT|LSB|NM|LORDSBURG|LORDSBURG MUNI|4278|752|32.3334638888889|-108.691738888889
HELIPORT|NM15|NM|LOS ALAMOS|LOS ALAMOS MEDICAL CENTER|7303||35.8816666666667|-106.3175
AIRPORT|LAM|NM|LOS ALAMOS|LOS ALAMOS|7170.9|89|35.8796861111111|-106.268686111111
AIRPORT|E98|NM|LOS LUNAS|MID VALLEY AIRPARK|4835.6|90|34.7610083333333|-106.744944444444
AIRPORT|NM89|NM|LOS LUNAS|MANZANO MTN AIR RANCH|5630|380|34.77575|-106.521130555556
AIRPORT|E06|NM|LOVINGTON|LEA COUNTY-ZIP FRANKLIN MEMORIAL|3979.2|400|32.9539444444444|-103.408777777778
HELIPORT|NM94|NM|LOVINGTON|NOR LEA COUNTY GENERAL HOSPITAL|3925||32.9651888888889|-103.346222222222
AIRPORT|NM73|NM|MC ALISTER|AKIN AND AKIN|4858|480|34.7722861111111|-103.8560775
AIRPORT|NM01|NM|MAGDALENA|RANCHO MAGDALENA|6676||34.0975|-107.2975
AIRPORT|N29|NM|MAGDALENA|MAGDALENA|6727|80|34.0941513888889|-107.297169444444
AIRPORT|NM69|NM|MIMBRES|CASAS ADOBES AIRPARK|5800||32.8141638888889|-107.939997222222
AIRPORT|0E0|NM|MORIARTY|MORIARTY MUNI|6204.2|429|34.9781666666667|-106.000027777778
AIRPORT|NM02|NM|MORIARTY|BIPLANE RANCH|6500||34.9222738888889|-106.167245555556
HELIPORT|N01|NM|MOSQUERO|MOSQUERO EMERGENCY SERVICES|5590|5|35.7824444444444|-103.958027777778
AIRPORT|M10|NM|MOUNTAINAIR|MOUNTAINAIR MUNI|6492|203|34.5333333333333|-106.223888888889
AIRPORT|NM52|NM|NARA VISA|CAMCO RANCH|4255|1|35.5747222222222|-103.287222222222
AIRPORT|1V0|NM|NAVAJO DAM|NAVAJO LAKE|6478.2|560|36.8082902777778|-107.652613888889
HELIPORT|NM07|NM|PERALTA|HOME|4860||34.8305555555556|-106.6775
AIRPORT|82NM|NM|PICACHO|SKEEN RANCH|5524|20|33.1700963888889|-105.133868611111
AIRPORT|NM41|NM|PIE TOWN|HAPPY MOUNTAIN|7250|9600|34.0611672222222|-108.096446111111
ULTRALIGHT|NM31|NM|PIE TOWN|ELK VALLEY|7600||34.4962083333333|-108.029722222222
AIRPORT|25NM|NM|PIE TOWN|DREAM CATCHER RANCH|7253||34.4769444444444|-108.031111111111
AIRPORT|NM66|NM|PIE TOWN|POCO LOCO|7420||34.4151833333333|-108.077
HELIPORT|85NM|NM|PLAYAS|PLAYAS MEDICAL BLDG|4506||31.9145375|-108.534493055556
AIRPORT|NM86|NM|PLAYAS|PLAYAS AIR STRIP|4519|60|31.9367591666667|-108.536715277778
AIRPORT|PRZ|NM|PORTALES|PORTALES MUNI|4078|502|34.1454722222222|-103.410333333333
AIRPORT|NM80|NM|QUEMADO|QUEMADO|6917|120|34.3403269444444|-108.514509444444
HELIPORT|C54|NM|QUEMADO|CATRON COUNTY|7205|4|34.3157222222222|-108.309888888889
AIRPORT|N24|NM|QUESTA|QUESTA MUNI NR 2|7689.6|480|36.8003055555556|-105.5975
AIRPORT|NM56|NM|RAMAH|MYSTIC BLUFFS|6980||35.1653102777778|-108.458962222222
AIRPORT|RTN|NM|RATON|RATON MUNI/CREWS FIELD|6352.4|1280|36.7424391666667|-104.501726388889
HELIPORT|03NM|NM|RATON|"MINER'S COLFAX MEDICAL CENTER"|6600||36.8623722222222|-104.442763888889
HELIPORT|N02|NM|RED RIVER|RED RIVER|8617|1|36.7097944444444|-105.418922222222
AIRPORT|T16|NM|RESERVE|RESERVE|6364.7|90|33.6943388888889|-108.849975
AIRPORT|0NM7|NM|RESERVE|NEGRITO AIRSTRIP|8143||33.5208944444444|-108.542836666667
HELIPORT|50NM|NM|RIO RANCHO|SANDOVAL RGNL MEDICAL CENTER|5564||35.3081638888889|-106.680841666667
AIRPORT|NM70|NM|RODEO|RODEO|4157||31.95|-109.041666666667
AIRPORT|NM90|NM|RODEO|AMIGOS DEL CIELO|4107||31.903025|-109.025475
AIRPORT|NM29|NM|ROSEBUD|ROSEBUD|4820|480|35.8342044444444|-103.436620555556
AIRPORT|NM20|NM|ROSWELL|BENEDICT AIRPARK|3556||33.2520483333333|-104.442465833333
AIRPORT|NM87|NM|ROSWELL|JENKINS|3600|160|33.2382777777778|-104.470555555556
HELIPORT|NM93|NM|ROSWELL|LOVELACE REGIONAL HOSPITAL - ROSWELL|3599||33.4166666666667|-104.521666666667
AIRPORT|ROW|NM|ROSWELL|ROSWELL INTL AIR CENTER|3671|5029|33.2998696666667|-104.529397638889
AIRPORT|NM92|NM|ROWE|TIERRA DE DIOS|7050||35.2957666666667|-105.6115
AIRPORT|NM17|NM|ROY|RAY RANCH|5850||35.9305911111111|-104.183865833333
AIRPORT|SRR|NM|RUIDOSO|SIERRA BLANCA RGNL|6813.8|1665|33.4609444444444|-105.530138888889
HELIPORT|NM19|NM|RUIDOSO|RUIDOSO|6838|1|33.3514711111111|-105.663040555556
AIRPORT|SAF|NM|SANTA FE|SANTA FE MUNI|6348.7|2128|35.6171111111111|-106.089416666667
HELIPORT|NM06|NM|SANTA FE|ST VINCENT HOSPITAL|7012||35.6594758333333|-105.945576666667
HELIPORT|NM57|NM|SANTA FE|"GOVERNOR'S RESIDENCE"|7200||35.7064191666667|-105.930020555556
AIRPORT|NM05|NM|SANTA TERESA|CIELO DORADO ESTATES|3750||31.90927|-106.641103333333
AIRPORT|SXU|NM|SANTA ROSA|SANTA ROSA ROUTE 66|4791.4|401|34.9356720833333|-104.64256375
AIRPORT|DNA|NM|SANTA TERESA|DONA ANA COUNTY INTL JETPORT|4112.8|1712|31.8804444444444|-106.70325
HELIPORT|30NM|NM|SEDAN|CRUSADER|4536||36.1163888888889|-103.096666666667
AIRPORT|5V5|NM|SHIPROCK|SHIPROCK AIRSTRIP|5270|104|36.6976908055556|-108.700969222222
AIRPORT|1NM0|NM|SILVER CITY|ME-OWN|7554||33.2120152777778|-108.025598611111
HELIPORT|NM85|NM|SILVER CITY|GILA RGNL|6097||32.7978472222222|-108.261372222222
AIRPORT|94E|NM|SILVER CITY|WHISKEY CREEK|6126|69|32.7620197222222|-108.208379722222
AIRPORT|13NM|NM|SILVER CITY|BEAVERHEAD AIRSTRIP|7378||33.4195102777778|-108.139494166667
AIRPORT|SVC|NM|SILVER CITY|GRANT COUNTY|5445.6|740|32.6365469444444|-108.156385277778
AIRPORT|ONM|NM|SOCORRO|SOCORRO MUNI|4875.2|670|34.0224722222222|-106.903138888889
AIRPORT|95E|NM|SOCORRO|STALLION AAF|4925||33.8189563888889|-106.645014166667
HELIPORT|NM35|NM|SOCORRO|SOCORRO GENERAL HOSPITAL|4803||34.0369361111111|-106.910897222222
AIRPORT|S42|NM|SPRINGER|SPRINGER MUNI|5894|108|36.3315222222222|-104.617851388889
HELIPORT|NM65|NM|TAOS|HOLY CROSS HOSPITAL|7064||36.3676972222222|-105.577413888889
AIRPORT|SKX|NM|TAOS|TAOS RGNL|7094.6|832|36.4516944444444|-105.673083333333
AIRPORT|NM03|NM|TAOS|GRANT BESLEY|7646||36.6621388888889|-105.720208333333
HELIPORT|NM13|NM|TAOS|RANCHO MILAGRO|6917||36.5359535277778|-105.652823694444
AIRPORT|18T|NM|TATUM|TATUM|3986|320|33.2608055555556|-103.278486111111
AIRPORT|TCS|NM|TRUTH OR CONSEQUENCES|TRUTH OR CONSEQUENCES MUNI|4861.9|950|33.2353611111111|-107.269888888889
HELIPORT|NM22|NM|TRUTH OR CONSEQUENCES|SIERRA VISTA HOSPITAL|4250||33.1431269444444|-107.242305555556
AIRPORT|NM37|NM|TRUTH OR CONSEQUENCES|ADOBE RANCH PRIVATE|7354||33.5764533333333|-107.900045277778
HELIPORT|NM58|NM|TRUTH OR CONSEQUENCES|EMERGENCY OPERATIONS CENTER|4320||33.1398055555556|-107.247944444444
AIRPORT|9NM9|NM|TRUTH OR CONSEQUENCES|SPACEPORT AMERICA|4595|17280|32.9895472222222|-106.969468055556
AIRPORT|TCC|NM|TUCUMCARI|TUCUMCARI MUNI|4064.9|1160|35.1827780555556|-103.603194444444
AIRPORT|NM28|NM|TULAROSA|BECKETT FARM|4430||33.0570277777778|-106.025266666667
AIRPORT|N17|NM|VAUGHN|VAUGHN MUNI|5935.9|175|34.6045802777778|-105.191821944444
AIRPORT|NM49|NM|WILLARD|J & M FARMS|6135||34.5814525|-106.075291944444
AIRPORT|XNI|NM|ZUNI|ANDREW OTHOLE MEMORIAL|6370.1||35.060675|-108.9376
HELIPORT|NM1|NM|ZUNI|BLACK ROCK|6454||35.084975|-108.78835
AIRPORT|L92|NV|ALAMO|ALAMO LANDING FIELD|3757.7|640|37.3634236111111|-115.195495833333
AIRPORT|TMT|NV|AUSTIN|AUSTIN|5735.1|1205|39.4679433333333|-117.197453888889
AIRPORT|NV35|NV|AUSTIN|HUDSON|5180|480|39.544365|-117.750671111111
AIRPORT|NV02|NV|AUSTIN|"O'TOOLE RANCH"|6520||39.0665944444444|-117.421762777778
AIRPORT|05NV|NV|BAKER|BAKER RANCHES|5180||39.0258333333333|-114.095
AIRPORT|06NV|NV|BAKER|SILVER CREEK|5556|35|39.0983333333333|-114.150277777778
AIRPORT|07NV|NV|BAKER|BORDER LINE FARM|5120|35|39.1022222222222|-114.053333333333
AIRPORT|BAM|NV|BATTLE MOUNTAIN|BATTLE MOUNTAIN|4536.1|1066|40.5990555555556|-116.874333333333
AIRPORT|NV64|NV|BATTLE MOUNTAIN|SWANSON RANCH 3|4940|6|40.00825|-117.392050833333
